,Moist,sizeChange
0,16.0,0.3440635621297428
1,22.557673369234603,0.41999544304690367
2,19.869424363598092,0.49541786924833325
3,24.728156343868907,0.30679354835780787
4,25.99829441216602,0.24897832212787588
5,21.637189707302728,0.4615821943043274
6,21.701852722204602,0.45904060407604563
7,23.33995260062362,0.37917728421877506
8,17.76650342628968,0.4357886938586121
9,14.22991822682059,0.25858443410052573
10,14.972790018768286,0.2922611441517845
11,19.193591704441936,0.48693118451255807
12,17.015341564656637,0.398017864231117
13,20.466181377119387,0.4927019904068284
14,20.47493344851072,0.492590931935598
15,20.882338007204297,0.4852479873576316
16,18.466196819401976,0.46549556785924934
17,21.976453404554437,0.44751313756354705
18,27.174671455396613,0.20503047910485622
19,21.871678688125947,0.4520444171512807
20,22.957432986493526,0.3994467692132994
21,20.41839563235312,0.49327272332122635
22,21.339668771567048,0.47230920394560516
23,21.891559656400982,0.45119665556449473
24,15.302692875108075,0.30832155235068687
25,15.823915556442522,0.3348488588129707
26,18.688694123657385,0.47324287549077826
27,12.076255079734032,0.18163169128623732
28,20.08328908339473,0.49555580235932933
29,19.70868562012517,0.49449491365067494
30,16.85370832799826,0.38948337689756757
31,15.337583298206763,0.3100559180437735
32,17.926039300406156,0.44316170711476865
33,22.368294058828898,0.4293408529432477
34,21.43664725942599,0.46899585468973604
35,25.962429422779483,0.25046447448709636
36,21.86263110619711,0.45242830223550123
37,25.153008269501264,0.28630776526762236
38,25.945594755415193,0.2511650857998456
39,18.43101460919777,0.464185150641959
40,21.848386733339737,0.45303022506184765
41,18.4475732706082,0.46480468525248114
42,13.449731865673982,0.2272098216365389
43,12.012399735833615,0.1797884379580453
44,17.204622008327505,0.40788530294070957
45,19.996051012913295,0.49565025066366375
46,14.261737511712425,0.25995193046408577
47,20.80185743648653,0.48702761178067644
48,19.373259715279595,0.4903467321473738
49,18.72785448027254,0.4745049915657767
50,22.65178100291051,0.4152454383909114
51,21.999171600570676,0.446510499435928
52,21.71518093630896,0.4585080707401307
53,19.84464489162392,0.49532127771732937
54,20.52500196661976,0.4919169591028777
55,22.964594762838384,0.39907116716554675
56,15.409777267514254,0.31366502854864925
57,19.10602097582302,0.4849776386147038
58,18.25916033922184,0.45747470763145615
59,18.00289603145349,0.4466020389388867
60,18.377686551973504,0.46215685445944077
61,20.324360718487913,0.4942186756555351
62,19.69345949558111,0.4943712825549448
63,24.268832290101916,0.33003999916359705
64,22.801762377101557,0.4075552851310377
65,20.05023380191841,0.49561602530151194
66,19.81714037797079,0.49519451638508966
67,23.981404419646235,0.345042438273512
68,23.51709224660289,0.3697172590140357
69,24.497508541665567,0.3183389899127465
70,24.083623153231475,0.3396745998581974
71,22.49865749561427,0.422940240345199
72,13.992842795917703,0.2486124233891528
73,15.803914085361537,0.3338090000516085
74,13.11957706517126,0.21516652778150783
75,15.047873503628551,0.29586055759220264
76,14.600123816482697,0.27491586295421455
77,14.689139822217072,0.27897828582670026
78,18.14298983881646,0.452666186496267
79,17.732142915922353,0.434162924518867
80,23.205706724966763,0.3863285171485551
81,27.33103794123112,0.19986668428138987
82,22.930471509456563,0.4008589243237708
83,19.909370049569034,0.4955383846181356
84,23.271065018105766,0.38285017415655265
85,23.116330744480095,0.39107113253323006
86,16.62747438019364,0.37743885378678926
87,19.039553608184875,0.4833723656999491
88,15.60326620314294,0.323466509359747
89,15.545370365228177,0.3205148752283458
90,17.03288458622754,0.39893892288818444
91,14.146719102104957,0.2550412731002535
92,14.8689019457974,0.2873375970260788
93,15.085416325646339,0.29767295415372935
94,21.60420136979884,0.4628513354519537
95,20.185474314837542,0.4951813964994568
96,19.57958693177949,0.49324984921039017
97,24.566439492165777,0.31485989442719553
98,26.99022967563122,0.21131913150872317
99,26.784050330507633,0.2186077623417587
