,Temp,sizeChange
0,64.0,2.3947506404498085
1,65.5576733692346,2.541890476880607
2,62.86942436359809,2.284989705989089
3,63.7281563438689,2.368556637441613
4,67.99829441216602,2.7597519830716535
5,64.63718970730272,2.4555841908206717
6,63.701852722204606,2.366014983897436
7,58.33995260062362,1.834375436410646
8,63.76650342628968,2.372259811780001
9,55.22991822682059,1.531835396112802
10,54.972790018768286,1.5076057501279319
11,59.193591704441936,1.919402842274007
12,59.01534156465664,1.9016136358892675
13,52.46618137711939,1.2803394276727347
14,58.47493344851072,1.8477882458532784
15,56.8823380072043,1.6907347532196462
16,62.46619681940197,2.2453772611498963
17,57.976453404554434,1.798333016309379
18,64.1746714553966,2.411508005839915
19,61.87167868812595,2.1866233737456433
20,59.95743298649353,1.9957433050767854
21,62.418395632353125,2.2406677231572547
22,60.33966877156705,2.0339636117632947
23,56.891559656400986,1.691634932142541
24,56.30269287510807,1.6344243701034284
25,61.82391555644252,2.181887601944678
26,52.688694123657385,1.2997867071715157
27,56.07625507973403,1.6125832840391272
28,56.08328908339473,1.6132603368617817
29,56.708685620125166,1.67380789068277
30,60.85370832799826,2.085319020734497
31,57.33758329820676,1.7353199646195936
32,56.92603930040615,1.6950018222688916
33,58.368294058828894,1.8371904744795529
34,61.43664725942599,2.14341813689602
35,61.96242942277948,2.1956155608499928
36,62.862631106197114,2.284324141622958
37,64.15300826950127,2.409432936071442
38,59.94559475541519,1.9945594889611258
39,63.43101460919777,2.339774830411598
40,60.84838673333974,2.084787823693448
41,53.4475732706082,1.367236349430777
42,60.44973186567398,2.044965607916457
43,59.01239973583362,1.9013201670460946
44,57.204622008327505,1.7222683775728926
45,54.9960510129133,1.5097914824980003
46,59.261737511712425,1.9262072642650507
47,62.80185743648653,2.2783670435237733
48,63.373259715279595,2.33416329428393
49,63.72785448027254,2.3685274760843273
50,64.65178100291051,2.4569673771434473
51,63.999171600570676,2.394671027053128
52,63.71518093630896,2.3673030095210192
53,62.84464489162392,2.282561645546862
54,65.52500196661975,2.538861843902328
55,59.96459476283839,1.996459479982297
56,61.40977726751426,2.1407446988130876
57,58.10602097582302,1.8111662406035915
58,59.259160339221836,1.9259498990823427
59,53.00289603145349,1.3275057588178734
60,56.377686551973504,1.6416781112194847
61,57.32436071848792,1.7340209783580618
62,58.69345949558111,1.8695314934548726
63,58.26883229010191,1.8273142879141604
64,60.801762377101554,2.0801333160323283
65,66.05023380191841,2.587218934972152
66,63.817140377970794,2.3771457656033284
67,63.98140441964624,2.3929631977402472
68,63.51709224660289,2.3481279999579256
69,59.49750854166557,1.9497614246575627
70,65.08362315323149,2.4976899382035946
71,55.49865749561427,1.5573153891211373
72,53.9928427959177,1.4167198611991147
73,53.803914085361534,1.3994819056806793
74,57.119577065171256,1.7139328537871772
75,56.04787350362855,1.6098523749378402
76,56.60012381648269,1.6632499388725026
77,57.68913982221707,1.7699368674611167
78,62.14298983881646,2.2134826096139575
79,57.73214291592235,1.7741813172775212
80,60.20570672496676,2.0205699471496303
81,67.33103794123112,2.701944035806742
82,63.93047150945657,2.3880640925468946
83,61.909370049569034,2.1903590304082323
84,61.271065018105766,2.126935649449927
85,64.1163307444801,2.4059175789828617
86,61.62747438019364,2.162389166332426
87,60.039553608184875,2.0039553556617338
88,54.60326620314294,1.473054262976135
89,55.54537036522817,1.561760108181562
90,54.03288458622754,1.4203856045580443
91,54.14671910210495,1.4308300958375704
92,56.8689019457974,1.6894234108019226
93,57.08541632564634,1.7105874884837944
94,59.604201369798844,1.9604253032080745
95,62.18547431483754,2.217681693226227
96,65.57958693177949,2.5439203593539537
97,66.56643949216578,2.6340243829795726
98,59.99022967563122,1.9990229676408446
99,65.78405033050763,2.5628012877814412
