,Bright,sizeChange
0,53.0,2.2977700672466366
1,48.5576733692346,1.856016857931429
2,51.86942436359809,2.1863999017997355
3,52.7281563438689,2.271136032361169
4,51.99829441216602,2.1991671233129733
5,57.637189707302724,2.7286424698153424
6,56.701852722204606,2.6461785740448946
7,53.33995260062362,2.330924665725976
8,46.76650342628968,1.6794385131795428
9,51.22991822682059,2.122837015531046
10,49.972790018768286,1.9972790035556456
11,49.193591704441936,1.919402842274007
12,43.01534156465664,1.3286098311659333
13,47.46618137711939,1.7479651333085442
14,51.47493344851072,2.1472265408722917
15,46.8823380072043,1.6907347532196462
16,54.46619681940197,2.439340932463195
17,52.976453404554434,2.2954672002610215
18,56.17467145539661,2.598569085663029
19,54.87167868812595,2.4777561121377794
20,57.95743298649353,2.756252783541509
21,52.418395632353125,2.2406677231572547
22,56.33966877156705,2.613553578379972
23,50.891559656400986,2.0890969557361876
24,50.30269287510807,2.0302669765873556
25,44.82391555644252,1.4936465168726478
26,43.688694123657385,1.3890168988404539
27,44.07625507973403,1.424360884938867
28,43.08328908339473,1.3346457349869982
29,43.708685620125166,1.3908300307286743
30,50.85370832799826,2.085319020734497
31,45.33758329820676,1.5420246989792514
32,51.92603930040615,2.192010723175185
33,51.368294058828894,2.136616324867615
34,57.43664725942599,2.711186842149311
35,49.96242942277948,1.9962429466973326
36,51.862631106197114,2.185726455546742
37,56.153008269501264,2.596596168115838
38,50.94559475541519,2.0944890798998723
39,52.43101460919777,2.241911253683149
40,50.84838673333974,2.084787823693448
41,48.4475732706082,1.8450683602376152
42,42.44973186567398,1.2789078852309097
43,44.01239973583362,1.4185097255925996
44,49.204622008327505,1.9205041057325134
45,46.9960510129133,1.701843799023212
46,46.261737511712425,1.6304671580502648
47,47.80185743648653,1.781066575594661
48,48.373259715279595,1.8376837594753308
49,52.72785448027254,2.2711064007265596
50,56.65178100291051,2.641690463232279
51,57.999171600570676,2.759827042326774
52,56.71518093630896,2.647372009507964
53,51.84464489162392,2.18394319619937
54,55.52500196661976,2.5388618439023283
55,47.96459476283839,1.7971592795971743
56,46.40977726751426,1.6447850664187316
57,48.10602097582302,1.8111662406035915
58,45.259160339221836,1.5346003209234111
59,49.00289603145349,1.90037213251447
60,48.377686551973504,1.8381235352393557
61,51.32436071848792,2.1322428409443313
62,50.69345949558111,2.0693181733308252
63,53.26883229010191,2.324003303057752
64,55.801762377101554,2.564431830485373
65,52.05023380191841,2.204308213465745
66,54.817140377970794,2.472610152260908
67,50.98140441964624,2.0980617474074914
68,50.51709224660289,2.0516977058739143
69,51.49750854166557,2.1494716294390246
70,53.08362315323148,2.3059418825180473
71,45.49865749561427,1.5573153891211373
72,45.9928427959177,1.6045615700839342
73,44.803914085361534,1.4917750505893899
74,50.119577065171256,2.011957564036369
75,47.04787350362855,1.70691282305798
76,47.60012381648269,1.7611576079905624
77,51.68913982221707,2.1685135046154977
78,50.14298983881646,2.0142987402546537
79,47.73214291592235,1.77418131727752
80,53.20570672496676,2.3178532924400113
81,54.331037941231116,2.426458326970327
82,55.93047150945657,2.5762559911114056
83,53.909370049569034,2.3860329751996403
84,54.271065018105766,2.4207300661312994
85,54.116330744480095,2.4059175789828617
86,47.62747438019364,1.7638540972561272
87,48.039553608184875,1.8045808471113345
88,46.60326620314294,1.6635552769001174
89,44.54537036522817,1.4676707013124723
90,47.03288458622754,1.7054462813926439
91,47.14671910210495,1.7165920432103816
92,47.8689019457974,1.7876930941775897
93,48.08541632564634,1.8091243430390385
94,47.604201369798844,1.7615595579321301
95,54.18547431483754,2.4125424431277325
96,50.57958693177949,2.0579424740072567
97,50.56643949216578,2.05662880872395
98,51.99022967563122,2.1983686153451627
99,56.78405033050763,2.653530497564065
