,Bright,sizeChange
0,48.0,1.8006640107500893
1,51.5576733692346,2.1554531446527627
2,53.86942436359809,2.382185747687246
3,55.7281563438689,2.557650455682132
4,52.99829441216602,2.2976032870805274
5,51.637189707302724,2.1633542560147316
6,49.701852722204606,1.9701874805948187
7,49.33995260062362,1.9340192127892726
8,53.76650342628968,2.372259811780001
9,51.22991822682059,2.122837015531046
10,47.972790018768286,1.7979704091403568
11,48.193591704441936,1.8198487820703322
12,44.01534156465664,1.418779051907427
13,44.46618137711939,1.4603205904020184
14,49.47493344851072,1.9475054047063873
15,49.8823380072043,1.9882339364646477
16,49.46619681940197,1.9466323537455443
17,52.976453404554434,2.2954672002610215
18,49.17467145539661,1.9175139625446451
19,50.87167868812595,2.0871127172046484
20,53.95743298649353,2.390658054436344
21,50.418395632353125,2.041833460786262
22,50.33966877156705,2.0339636117632947
23,53.891559656400986,2.384317994825726
24,52.30269287510807,2.229257171644544
25,49.82391555644252,1.9823920105990573
26,46.688694123657385,1.671862236903946
27,42.07625507973403,1.2466361898701999
28,44.08328908339473,1.4250060808340121
29,48.708685620125166,1.8710477014269828
30,49.85370832799826,1.9853710936963376
31,52.33758329820676,2.232699677043987
32,52.92603930040615,2.2905339930778505
33,49.368294058828894,1.9368504044841757
34,53.43664725942599,2.340321812443982
35,56.96242942277948,2.669417033583778
36,49.862631106197114,1.9862633266306589
37,50.153008269501264,2.0153005284439676
38,52.94559475541519,2.2924479992074973
39,53.43101460919777,2.339774830411598
40,47.84838673333974,1.785664912169063
41,49.4475732706082,1.9447713716904365
42,48.44973186567398,1.8452829261745094
43,43.01239973583362,1.3283488129930332
44,45.204622008327505,1.5294450926602547
45,42.9960510129133,1.3268987180812821
46,49.261737511712425,1.9262072642650507
47,49.80185743648653,1.9801863918874745
48,51.373259715279595,2.1371105651425313
49,53.72785448027254,2.3685274760843273
50,53.65178100291051,2.361173302657527
51,55.999171600570676,2.582549414094787
52,50.71518093630896,2.0714876255944805
53,52.84464489162392,2.282561645546862
54,54.52500196661976,2.444934053632347
55,52.96459476283839,2.2943071163490787
56,52.40977726751426,2.239818322278675
57,50.10602097582302,2.010601998273153
58,49.259160339221836,1.9259498990823427
59,44.00289603145349,1.4176398128174958
60,44.377686551973504,1.4521253077961556
61,51.32436071848792,2.1322428409443313
62,45.69345949558111,1.5758806447274192
63,47.26883229010191,1.728568371567299
64,48.801762377101554,1.880319398642589
65,54.05023380191841,2.399575922474537
66,54.817140377970794,2.472610152260908
67,51.98140441964624,2.197494733426071
68,54.51709224660289,2.4441821619690147
69,55.49750854166557,2.536311141366549
70,50.08362315323148,2.0083622665932688
71,52.49865749561427,2.248573828005871
72,50.9928427959177,2.0992028030970564
73,49.803914085361534,1.9803920367988161
74,47.119577065171256,1.7139328537871772
75,47.04787350362855,1.70691282305798
76,42.60012381648269,1.292027405171926
77,49.68913982221707,1.9689164852863263
78,52.14298983881646,2.2134826096139575
79,51.73214291592235,2.172782505255931
80,56.20570672496676,2.6013933119789017
81,53.331037941231116,2.330057542253615
82,56.93047150945657,2.666577749971656
83,55.909370049569034,2.574320436994922
84,56.271065018105766,2.6073323244297413
85,53.116330744480095,2.30913530379241
86,50.62747438019364,2.0627268584733036
87,50.039553608184875,2.0039553556617338
88,48.60326620314294,1.8605532481622076
89,44.54537036522817,1.4676707013124723
90,45.03288458622754,1.5132551176750053
91,45.14671910210495,1.5239790648804454
92,47.8689019457974,1.7876930941775897
93,45.08541632564634,1.5182002951395126
94,47.604201369798844,1.7615595579321301
95,49.18547431483754,1.9185924348572112
96,55.57958693177949,2.5439203593539537
97,49.56643949216578,1.956650739474554
98,51.99022967563122,2.1983686153451627
99,55.78405033050763,2.5628012877814426
